company_name,job_position,employment_type,working_location_type,working_location,min_experience,salary,company_industry,company_location,company_employess_count,jobs_id,kategori
PMI Hair & Beauty,Business Development Consultant,Penuh waktu,Hybrid,Jakarta Selatan,Min. 1 years of experience,Rp7.500.000 – 9.000.000,Trading and Retail,Jakarta Selatan,1–50,831,"['Business Development', 'Sales', 'Consulting']"
Kharisma Potensia Indonesia,Kurir Motor area Makassar Sulawesi Selatan,Kontrak,On-site,Makassar,Min. 1 years of experience,Rp3.600.000 – 3.643.321,Human Resources and Consulting,Jakarta,>100,832,"['Supply Chain & Logistics', 'Skilled Trades & Technician']"
Papandayan Cargo,Pricing Analyst (Commercial),Penuh waktu,On-site,Jakarta Timur,Min. 1 years of experience,Negotiable,Truck Transportation,Jakarta,50–100,833,"['Finance', 'Data Science & Analytics', 'Sales', 'Marketing']"
United Creative,Graphic Design Intern,Magang,On-site,Jakarta Barat,Min. 1st Year College Student,Unpaid,Media Production,Jakarta,>100,834,"['Internship & Trainee Programs', 'Creative & Design']"
Universitas Ciputra,Academic Tutor - Informatics,Kontrak,Hybrid,Manado,Min. 1 years of experience,Negotiable,Perguruan Tinggi,Surabaya,>100,835,"['Education & Training', 'IT Operations & Support', 'Software Engineering']"
Yayasan Cinta Quran Global,Sales Supervisor,Penuh waktu,On-site,Bogor,Min. 4 years of experience,Rp3.500.000 – 6.000.000,Philantrophy,Bogor,-,836,"['Sales', 'Management & Leadership']"
Gravity Bali,Housekeeper,Penuh waktu,On-site,Badung Regency,Min. 1 years of experience,Negotiable,Hospitality Management,Badung Regency,1–50,837,"['Hospitality & F&B', 'Skilled Trades & Technician']"
PT Bernazar Urat Persada,Sales Interior,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Rp5.000.000 – 6.000.000,Construction,Jakarta Timur,1–50,838,"['Sales', 'Creative & Design']"
Sinar Pagi Catering,Baker,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Rp3.000.000 – 3.500.000,Beverage and Food Manufacturing,Jakarta Utara,1–50,839,['Hospitality & F&B']
Turnkey Inside,Market Analyst Internship,Magang,On-site,Batu,Min. 4th Year College Student,Rp2.000.000 – 3.000.000,Financial Technology,Tangerang,1–50,840,"['Internship & Trainee Programs', 'Marketing', 'Data Science & Analytics', 'Research & Development']"
PT. iBantu Solusi Syariah,Full Stack Web Developer,Kontrak,On-site,Jakarta,Min. Freshgrad,Rp7.000.000 – 8.000.000,"Fintech, SaaS, Accounting",Jakarta Selatan,1–50,841,['Software Engineering']
Turnkey Inside,Treasury Execution & Analyst,Penuh waktu,On-site,Batu,Min. Freshgrad,Rp7.000.000 – 10.000.000,Financial Technology,Tangerang,1–50,842,['Finance']
PT Pratama Abadi Industri,Chemical Engineering Laboratory Staff,Penuh waktu,On-site,Tangerang Selatan,Min. Freshgrad,Negotiable,Sporting Goods Manufacturing,Tangerang,>100,843,"['Engineering (non-software)', 'Research & Development', 'Skilled Trades & Technician']"
 AEON INDONESIA PT,Management Trainee Program Batch 11,Penuh waktu,On-site,Tangerang Selatan,Min. Freshgrad,Negotiable,Retail,Tangerang,-,844,"['Internship & Trainee Programs', 'Management & Leadership']"
PT Darya-Varia Laboratoria Tbk,Brand Associate,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Manufacturing (Pharmaceutical),Jakarta,>100,845,['Marketing']
PT.Enseval Putera Megatrading Tbk,Talent Acquisition Officer,Penuh waktu,On-site,Jakarta Timur,Min. 1 years of experience,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,846,['Recruitment']
PT. Sinar Sosro,Payroll Staff - Wilayah Jakarta Utara,Penuh waktu,On-site,Jakarta,Min. Freshgrad,Negotiable,FMCG,Bekasi,-,848,"['Compensation & Benefits', 'Human Resources']"
PT Multipolar Technology,Network Engineer,Penuh waktu,On-site,Jakarta Selatan,Min. Freshgrad,Negotiable,Information Technology,Jakarta Selatan,-,849,['IT Operations & Support']
PT. CS2 POLA SEHAT,Junior Brand Manager,Penuh waktu,On-site,Jakarta Barat,Min. 1 years of experience,Negotiable,Multinational Consulting / FMCG,Jakarta Barat,-,850,['Marketing']
Wings Group Indonesia (Sayap Mas Utama),Admin Marketing,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,851,"['Administrative & Secretarial', 'Marketing']"
PT Mega Central Finance (MCF),INTERNAL AUDITOR,Penuh waktu,On-site,Jakarta Barat,Min. 1 years of experience,Negotiable,Financial Service,Jakarta Barat,>100,852,['Audit']
ASTRO,Supply Excellence Senior Associate,Penuh waktu,Remote,-,Min. 4 years of experience,Negotiable,Online Groceries,Jakarta Barat,-,853,"['Supply Chain & Logistics', 'Operations Management']"
PT. Sinar Sosro,Administration Staff - Wilayah Jakarta Banten,Penuh waktu,On-site,Jakarta Selatan,Min. Freshgrad,Negotiable,FMCG,Bekasi,-,854,['Administrative & Secretarial']
PT. Sinar Sosro,Administration Staff - Wilayah Jakarta Banten,Penuh waktu,On-site,Jakarta Selatan,Min. Freshgrad,Negotiable,FMCG,Bekasi,-,854,['Administrative & Secretarial']
PT. Sinar Sosro,Administration Staff - Wilayah Jakarta Banten,Penuh waktu,On-site,Jakarta Selatan,Min. Freshgrad,Negotiable,FMCG,Bekasi,-,854,['Administrative & Secretarial']
PT XanhSM Green & Smart Mobility,Fleet Team Leader - Makassar,Penuh waktu,On-site,Makassar,Min. 4 years of experience,Negotiable,Taxi Listrik,Jakarta Selatan,-,855,"['Supply Chain & Logistics', 'Management & Leadership']"
PT XanhSM Green & Smart Mobility,Fleet Team Leader - Bekasi,Penuh waktu,On-site,Jakarta Selatan,Min. 5+ years of experience,Negotiable,Taxi Listrik,Jakarta Selatan,-,857,"['Supply Chain & Logistics', 'Management & Leadership']"
PT. Sinar Sosro,Administration Staff - Wilayah Jakarta Banten,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,FMCG,Bekasi,-,858,['Administrative & Secretarial']
PT. Sinar Sosro,Administration Staff - Wilayah Jakarta Banten,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,FMCG,Bekasi,-,858,['Administrative & Secretarial']
PT. Sinar Sosro,Administration Staff - Wilayah Jakarta Banten,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,FMCG,Bekasi,-,858,['Administrative & Secretarial']
Pou Chen Group Indonesia,Management Trainee 2025,Penuh waktu,On-site,Indonesia,Min. 4th Year College Student,Negotiable,Spectator Sports,Banten,50–100,859,"['Internship & Trainee Programs', 'Management & Leadership']"
ADR Group of Companies,Receptionist,Penuh waktu,On-site,Jakarta Utara,Min. Freshgrad,Negotiable,Automotive,Tangerang,>100,860,['Administrative & Secretarial']
RedDoorz,Customer Support Executive,Penuh waktu,On-site,Jakarta Selatan,Min. Freshgrad,Negotiable,Hospitality,Jakarta,-,861,['Customer Service & Support']
Wings Group Indonesia (Sayap Mas Utama),Internal Auditor,Magang,On-site,Jakarta Timur,Min. 1 years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,862,['Audit']
Wings Group Indonesia (Sayap Mas Utama),Internal Auditor,Magang,On-site,Jakarta Timur,Min. 1 years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,862,['Audit']
ASTRO,Supply Planning Supervisor,Penuh waktu,Hybrid,Jakarta Barat,Min. 4 years of experience,Negotiable,Online Groceries,Jakarta Barat,-,863,"['Supply Chain & Logistics', 'Management & Leadership']"
Astra Financial,Social Media & Content Intern,Magang,On-site,Jakarta Pusat,Min. 3rd Year College Student,Negotiable,Financial Services,Jakarta,-,864,"['Internship & Trainee Programs', 'Marketing', 'Creative & Design']"
PT Bank Digital BCA (BCA Digital),Business Analyst Internship,Magang,Hybrid,Jakarta Pusat,Min. 3rd Year College Student,Negotiable,Banking,Jakarta,-,865,"['Internship & Trainee Programs', 'Business Analysis']"
SIRCLO,Project Management Executive,Penuh waktu,Hybrid,Tangerang Selatan,Min. Freshgrad,Negotiable,Technology Services,Tangerang Regency,>100,866,['Project Management']
Morula IVF Indonesia (PT. Morula Indonesia),Division Head Finance & Accounting,Penuh waktu,On-site,Jakarta Pusat,Min. 4 years of experience,Negotiable,Hospitals And Health Care,Indonesia,>100,867,"['Finance', 'Accounting', 'Management & Leadership']"
BINUS Group,Procurement Project & Planning Staff,Penuh waktu,On-site,Jakarta Barat,Min. Freshgrad,Negotiable,Education Administration Programs,Jakarta Barat,-,868,"['Supply Chain & Logistics', 'Project Management']"
The Jakarta Post,Brand Marketing Associate,Penuh waktu,On-site,Jakarta Pusat,Min. 1 years of experience,Negotiable,Newspaper,Jakarta Pusat,-,869,['Marketing']
Wings Group Indonesia (Sayap Mas Utama),Quantity Surveyor,Penuh waktu,On-site,Jakarta Timur,Min. Freshgrad,Negotiable,Consumer Goods,Jakarta Timur,-,870,"['Engineering (non-software)', 'Finance']"
Pou Chen Group Indonesia,Employee Relation Compliance (ERC),Penuh waktu,On-site,Pekalongan Regency,Min. Freshgrad,Negotiable,Spectator Sports,Banten,50–100,871,"['Human Resources', 'Legal & Compliance']"
PT Gree Electric Appliances Indonesia,Admin HR & GA,Penuh waktu,On-site,Bekasi Regency,Min. 1 years of experience,Rp5.500.000 – 6.000.000,Electronics,Jakarta Utara,>100,872,"['Administrative & Secretarial', 'Human Resources']"
PT. Mandiri International Technology,"IT Architecture, Infrastructure & Asset Management",Kontrak,On-site,Jakarta,Min. 1 years of experience,Negotiable,IT Consulting & Services Company,Jakarta,50–100,874,"['IT Operations & Support', 'Software Engineering', 'Management & Leadership']"
Anteraja,Warehouse - Quality Assurance (QA) - Bekasi,Kontrak,On-site,Bekasi,Min. 1 years of experience,Negotiable,Freight And Package Transportation,Jakarta Selatan,>100,876,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
PT.Enseval Putera Megatrading Tbk,General Affair Staff (Maintanance)- Jakarta 2,Penuh waktu,On-site,Jakarta,Min. Freshgrad,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,877,"['Administrative & Secretarial', 'Skilled Trades & Technician']"
Dealls (YC W22),Customer Experience Specialist,Penuh waktu,On-site,Jakarta,Min. Freshgrad,Rp5.000.000 – 7.500.000,Tech,Jakarta Selatan,1–50,878,"['Customer Service & Support', 'Marketing']"
Sayurbox,Product Manager,Penuh waktu,On-site,Jakarta Selatan,Min. 4 years of experience,Negotiable,"Transportation, Logistics, Supply Chain And Storage",Jakarta Selatan,>100,879,['Product Management']
PT. Bank KB Bukopin Tbk,Retail Credit Suport Intern,Magang,On-site,Jakarta,Min. 4th Year College Student,Negotiable,Banking,Jakarta,50–100,880,"['Internship & Trainee Programs', 'Finance', 'Retail', 'Risk Management']"
Sayurbox,"Hub Operations Officer (Lembang, Bandung)",Penuh waktu,On-site,Bandung Barat Regency,Min. 1 years of experience,Negotiable,"Transportation, Logistics, Supply Chain And Storage",Jakarta Selatan,>100,881,"['Operations Management', 'Supply Chain & Logistics', 'Warehouse Management']"
Sayurbox,Export Business Development (Mandarin Speaking),Penuh waktu,On-site,Jakarta Selatan,Min. 5+ years of experience,Negotiable,"Transportation, Logistics, Supply Chain And Storage",Jakarta Selatan,>100,883,"['Business Development', 'Sales', 'Supply Chain & Logistics']"
Wings Group Indonesia (Sayap Mas Utama),Legal Permit IMB,Penuh waktu,On-site,Jakarta Selatan,Min. 5+ years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,884,['Legal & Compliance']
RedDoorz,E-Commerce Intern,Magang,On-site,Jakarta Selatan,Min. 3rd Year College Student,Negotiable,Hospitality,Jakarta,-,886,"['Internship & Trainee Programs', 'E-commerce', 'Marketing', 'Sales']"
Pou Chen Group Indonesia,HSE Officer - Serang Placement,Penuh waktu,On-site,Indonesia,Min. 1 years of experience,Negotiable,Spectator Sports,Banten,50–100,887,"['Health, Safety & Environment (HSE)']"
Adira Finance,Sales Officer,Penuh waktu,On-site,Indonesia,Min. Freshgrad,Negotiable,Financial Services,Jakarta,-,888,['Sales']
Sayurbox,QA Auditor,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,"Transportation, Logistics, Supply Chain And Storage",Jakarta Selatan,>100,889,"['Quality Assurance (Non-Software)', 'Audit']"
Vidio,Live Streaming Coordinator - Live & Go,Penuh waktu,On-site,Jakarta,Min. 1st Year College Student,Negotiable,Media & Entertainment,Jakarta Pusat,>100,890,"['Marketing', 'Creative & Design', 'Management & Leadership']"
PT. Bintang Toedjoe,Finance Area Staff,Kontrak,On-site,Indonesia,Min. 1 years of experience,Rp5.000.000 – 6.500.000,Fast Moving Consumer Good,Jakarta Timur,-,891,"['Finance', 'Accounting']"
Pou Chen Group Indonesia,Staff Pengolahan Limbah - Serang Placement,Penuh waktu,On-site,Indonesia,Min. 1 years of experience,Negotiable,Spectator Sports,Banten,50–100,892,"['Health, Safety & Environment (HSE)', 'Skilled Trades & Technician']"
ASTRO,Product Manager,Penuh waktu,Remote,-,Min. 1 years of experience,Negotiable,Online Groceries,Jakarta Barat,-,893,['Product Management']
PT Astra Otoparts Tbk,Digital Marketing Analyst,Penuh waktu,On-site,Jakarta Utara,Min. 1 years of experience,Negotiable,Otomotive,Jakarta Utara,>100,894,"['Marketing', 'Data Science & Analytics']"
Wings Group Indonesia (Sayap Mas Utama),Marketing Event,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,895,['Marketing']
MR. DIY Indonesia,Retail Manager (Bekasi),Penuh waktu,On-site,Bekasi,Min. 4 years of experience,Negotiable,Retail and fashion,Jakarta Selatan,50–100,896,"['Retail', 'Management & Leadership', 'Sales']"
PT.Enseval Putera Megatrading Tbk,Talent Development Officer,Penuh waktu,On-site,Jakarta Timur,Min. 1 years of experience,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,897,"['Human Resources', 'Learning & Development']"
SIRCLO,Talent Acquisition Intern,Magang,Hybrid,Tangerang Selatan,Min. 4th Year College Student,Negotiable,Technology Services,Tangerang Regency,>100,900,"['Internship & Trainee Programs', 'Recruitment']"
Dealls (YC W22),Product Manager,Penuh waktu,Hybrid,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,901,['Product Management']
ASTRO,Brand Manager,Penuh waktu,Hybrid,Jakarta Barat,Min. 1 years of experience,Negotiable,Online Groceries,Jakarta Barat,-,902,"['Marketing', 'Management & Leadership']"
Wings Group Indonesia (Sayap Mas Utama),Accounting and Reporting Officer,Penuh waktu,On-site,Jakarta Timur,Min. Freshgrad,Negotiable,Consumer Goods,Jakarta Timur,-,903,"['Accounting', 'Finance']"
PT Bank Digital BCA (BCA Digital),Business Development - Card & Personal Loan Business,Penuh waktu,Hybrid,Jakarta Pusat,Min. 1 years of experience,Negotiable,Banking,Jakarta,-,904,"['Business Development', 'Sales', 'Finance']"
Vidio,Head of Project Manager (KOL Industry),Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Media & Entertainment,Jakarta Pusat,>100,905,"['Project Management', 'Marketing', 'Management & Leadership']"
PT.Enseval Putera Megatrading Tbk,Web/Application Developer Intern,Magang,On-site,Jakarta Timur,Min. 3rd Year College Student,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,906,"['Internship & Trainee Programs', 'Software Engineering']"
Wings Group Indonesia (Sayap Mas Utama),Electrical Engineer,Penuh waktu,On-site,Jakarta Timur,Min. 4 years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,907,['Engineering (non-software)']
SIRCLO,Lead Generator Intern,Magang,Hybrid,Tangerang Selatan,Min. 4th Year College Student,Negotiable,Technology Services,Tangerang Regency,>100,908,"['Internship & Trainee Programs', 'Sales', 'Marketing']"
Vidio,Freelance Recruiter,Penuh waktu,Hybrid,Jakarta,Min. Freshgrad,Negotiable,Media & Entertainment,Jakarta Pusat,>100,909,['Recruitment']
Wings Group Indonesia (Sayap Mas Utama),Accounting Officer (3 Months Contract),Kontrak,On-site,Jakarta Timur,Min. Freshgrad,Negotiable,Consumer Goods,Jakarta Timur,-,910,['Accounting']
SIRCLO,Product Management Intern,Magang,Hybrid,Tangerang Selatan,Min. 4th Year College Student,Negotiable,Technology Services,Tangerang Regency,>100,911,"['Internship & Trainee Programs', 'Product Management']"
Wings Group Indonesia (Sayap Mas Utama),Sales Representative (West Java),Penuh waktu,On-site,Jakarta Timur,Min. Freshgrad,Negotiable,Consumer Goods,Jakarta Timur,-,912,['Sales']
PT. Bank KB Bukopin Tbk,SME RM,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Banking,Jakarta,50–100,913,"['Account Management', 'Sales', 'Finance']"
Dealls (YC W22),Human Resource Specialist,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,914,['Human Resources']
Dealls (YC W22),Presentation Designer,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,915,['Creative & Design']
Dealls (YC W22),Software Quality Assurance Analyst,Penuh waktu,Remote,-,Min. 1 years of experience,Rp5.000.000 – 7.000.000,Tech,Jakarta Selatan,1–50,916,['Quality Assurance (Software)']
Dealls (YC W22),Business Development,Penuh waktu,On-site,Jakarta,Min. 4th Year College Student,Negotiable,Tech,Jakarta Selatan,1–50,917,"['Business Development', 'Sales']"
Dealls (YC W22),Sales Lead (B2B),Penuh waktu,On-site,Jakarta Selatan,Min. 4 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,918,"['Sales', 'Business Development', 'Management & Leadership']"
PT Gree Electric Appliances Indonesia,Marketing Admin,Penuh waktu,On-site,Jakarta Utara,Min. Freshgrad,Negotiable,Electronics,Jakarta Utara,>100,919,"['Administrative & Secretarial', 'Marketing']"
Dealls (YC W22),Event & Project Management Intern,Magang,On-site,Jakarta,Min. Freshgrad,Negotiable,Tech,Jakarta Selatan,1–50,920,"['Internship & Trainee Programs', 'Marketing', 'Project Management']"
Dealls (YC W22),Software Engineering Manager,Penuh waktu,Hybrid,Jakarta Selatan,Min. 4 years of experience,Rp15.000.000 – 23.000.000,Tech,Jakarta Selatan,1–50,921,"['Software Engineering', 'Management & Leadership']"
Dealls (YC W22),Sales Executive (B2B),Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,922,"['Sales', 'Business Development']"
Dealls (YC W22),Senior Sales Development Representative (SDR),Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,923,"['Sales', 'Business Development', 'Management & Leadership']"
Dealls (YC W22),Organizational Development Specialist,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,924,['Human Resources']
Dealls (YC W22),HR Generalist,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,925,['Human Resources']
Dealls (YC W22),Senior Accounting Admin,Kontrak,On-site,Jakarta Selatan,Min. Freshgrad,Negotiable,Tech,Jakarta Selatan,1–50,926,"['Accounting', 'Administrative & Secretarial']"
Dealls (YC W22),Account Manager (B2B),Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,927,"['Account Management', 'Sales', 'Business Development']"
