jobs_id,job_position,kategori
1124,Quality Assurance (QA) ASSA - Mojokerto,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
1125,Sales Team Leader - Jakarta/Tangerang,"['Sales', 'Management & Leadership']"
1126,Finance and Accounting Staff/Supervisor (Mandarin Speaker),"['Finance', 'Accounting', 'Management & Leadership']"
1127,Waste Water Treatment Plant (WWTP) Operator,"['Health, Safety & Environment (HSE)', 'Skilled Trades & Technician', 'Engineering (non-software)']"
1128,Legal Overseas Supervisor,"['Legal & Compliance', 'Management & Leadership']"
1129,Process Engineering,"['Engineering (non-software)', 'Production & Manufacturing', 'Operations Management']"
1130,Senior Infrastructure Engineer,"['IT Operations & Support', 'Management & Leadership']"
1131,Finance & Accounting SPV,"['Finance', 'Accounting', 'Management & Leadership']"
1132,IT Application Developer,"['Software Engineering']"
1133,Junior Process Engineer,"['Engineering (non-software)', 'Production & Manufacturing', 'Operations Management']"
1134,AO Pension Loan (Rangkasbitung),"['Sales', 'Finance', 'Account Management']"
1135,Senior Full Stack Programmer,"['Software Engineering', 'Management & Leadership']"
1136,IT Presales Manager [Network and Security],"['Sales', 'Consulting', 'IT Operations & Support', 'Cybersecurity', 'Management & Leadership']"
1137,Software Quality Assurance Manager/SDLC,"['Quality Assurance (Software)', 'Management & Leadership']"
1138,Production Delivery Officer,"['Production & Manufacturing', 'Supply Chain & Logistics']"
1139,Process Engineer,"['Engineering (non-software)', 'Production & Manufacturing', 'Operations Management']"
1140,Medical Sales Representative (Jabodetabek),"['Sales', 'Healthcare & Medical']"
1141,Sales Supervisor - Wilayah Jawa Timur,"['Sales', 'Management & Leadership']"
1142,Sales Taking Order  - Wilayah Jakarta Banten,"['Sales']"
1143,HR Design Internship,"['Internship & Trainee Programs', 'Human Resources', 'Creative & Design']"
1144,Sales Officer,"['Sales']"
1145,Spv General Affairs,"['Administrative & Secretarial', 'Management & Leadership']"
1146,Technician,"['Skilled Trades & Technician']"
1147,Team Leader MD dan SPG,"['Sales', 'Retail', 'Management & Leadership']"
1148,Area Sales Supervisor Kalimantan,"['Sales', 'Management & Leadership']"
1149,Field Assistant (Padang),"['Operations Management', 'Administrative & Secretarial', 'Agriculture']"
1150,Sales Supervisor,"['Sales', 'Management & Leadership']"
1151,Sales Support Intern (Malang),"['Internship & Trainee Programs', 'Sales', 'Administrative & Secretarial']"
1152,Full Stack Developer,"['Software Engineering']"
1153,SAP Analytic Cloud (SAC) Consultant,"['Consulting', 'Data Science & Analytics', 'Software Engineering']"
1154,SAP Integration Manager Consultant,"['Consulting', 'Software Engineering', 'IT Operations & Support', 'Management & Leadership']"
1155,SAP FI Consultant,"['Consulting', 'Software Engineering', 'Finance', 'Accounting']"
1156,Merchandising Delicatessen Senior Officer,"['Retail', 'Sales', 'Hospitality & F&B']"
1157,Divison Head of Marketing,"['Marketing', 'Management & Leadership']"
1158,"Supervisor Finance, Accounting and Reporting - Makassar","['Finance', 'Accounting', 'Management & Leadership']"
1159,Interior Designer (Drafter),"['Creative & Design', 'Engineering (non-software)']"
1160,SME Relationship Manager for Semarang,"['Account Management', 'Sales', 'Finance']"
1161,Assistant Apoteker (Kota Wisata),"['Healthcare & Medical', 'Skilled Trades & Technician']"
1162,Staff Medical Record Yogyakarta,"['Healthcare & Medical', 'Administrative & Secretarial']"
1163,.NET Developer,"['Software Engineering']"
1164,Chinese Food Merchandising Supervisor (Mandarin Speaker),"['Retail', 'Sales', 'Hospitality & F&B', 'Management & Leadership']"
1165,Marketplace Dispute Specialist,"['E-commerce', 'Customer Service & Support', 'Legal & Compliance']"
1166,Medical Sales Staff Jakarta,"['Sales', 'Healthcare & Medical']"
1167,Meat Specialist,"['Retail', 'Hospitality & F&B', 'Supply Chain & Logistics']"
1168,Sales,"['Sales']"
1169,SAP GR Consultant,"['Consulting', 'Software Engineering', 'Supply Chain & Logistics']"
1170,AO Pension Loan - Jember & Genteng,"['Sales', 'Finance', 'Account Management']"
1171,Sales Supervisor  –  Wilayah Pamanukan,"['Sales', 'Management & Leadership']"
1172,Mandarin Speaker (Yogyakarta) - PT TIN,"['Other']"
1173,Sales Canvasser (Singkawang),"['Sales']"
1174,Sales Hunter (Jayapura),"['Sales']"
1175,Bancassurance Consultant (Cirebon),"['Sales', 'Finance', 'Consulting']"
1176,RM Mortgage (AO Consumer) for Solo,"['Sales', 'Finance', 'Account Management']"
1177,Sales Taking Order – Pamanukan,"['Sales']"
1178,Sales Taking Order - Wilayah Kuningan,"['Sales']"
1179,Bancassurance Life Consultant - (Tangerang),"['Sales', 'Finance', 'Consulting']"
1180,Program Staff - BLC Palembang,"['Education & Training', 'Project Management', 'Administrative & Secretarial']"
1181,GL Reporting & Tax Specialist Lead,"['Accounting', 'Tax', 'Finance', 'Management & Leadership']"
1182,Supply Chain Specialist,"['Supply Chain & Logistics']"
1183,Health Coach Nutritionist,"['Healthcare & Medical', 'Education & Training', 'Sales']"
1184,Bancassurance Life Consultant,"['Sales', 'Finance', 'Consulting']"
1185,Customer Care Agent,"['Customer Service & Support']"
1186,Senior Civil Engineer,"['Engineering (non-software)', 'Management & Leadership']"
1187,Warehouse  -  Distribution Coordiantor (DC)  -  Palembang,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1188,PERSONAL DATA PROTECTION STAFF,"['Legal & Compliance', 'Cybersecurity']"
1189,Learning Facilitator (Sales & Distribution),"['Learning & Development', 'Sales', 'Supply Chain & Logistics']"
1190,AP Staff,"['Accounting']"
1191,Finance Accounting Coordinator (All Indonesia),"['Finance', 'Accounting', 'Management & Leadership']"
1192,Business Development Administrative,"['Business Development', 'Administrative & Secretarial']"
1193,Warehouse - Distribution Coordinator (DC) - Bekasi,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1194,Admin Finance - Surabaya,"['Administrative & Secretarial', 'Finance']"
1195,Business Development,"['Business Development', 'Sales']"
1196,IT Application Support - SAP FICO,"['IT Operations & Support', 'Software Engineering', 'Finance', 'Accounting']"
1197,Business Process & Improvement Analyst,"['Operations Management', 'Business Analysis']"
1198,Receptionist,"['Administrative & Secretarial']"
1199,Management Trainee 2025,"['Internship & Trainee Programs', 'Management & Leadership']"
1200,Senior Procurement,"['Supply Chain & Logistics', 'Management & Leadership']"
1201,Driver Operation Manager - Surabaya,"['Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
1202,Technical Support Engineer,"['IT Operations & Support', 'Engineering (non-software)']"
1203,Program Permagangan Sales Motoris - Wilayah Cikarang,"['Internship & Trainee Programs', 'Sales']"
1204,VP Solutions and Partnership,"['Management & Leadership', 'Business Development', 'Sales', 'Consulting']"
1205,Data Operation Analyst,"['Data Science & Analytics', 'Operations Management']"
1206,Outlet Crew,"['Retail', 'Hospitality & F&B', 'Customer Service & Support']"
1207,Human Resources Officer,"['Human Resources']"
1208,Sales Supervisor - Wilayah Jakarta Banten,"['Sales', 'Management & Leadership']"
1209,Human Resources Generalist,"['Human Resources']"
1210,Sorting Hub Leader (Serang),"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1211,Full Stack Developer,"['Software Engineering']"
1212,"Sales Supervisor (Jabodetabek, Banten, & Jawa Barat)","['Sales', 'Management & Leadership']"
1213,HR Business Partner,"['Human Resources']"
1214,Sr. Lead Inventory Excellence,"['Supply Chain & Logistics', 'Warehouse Management', 'Operations Management', 'Management & Leadership']"
1215,QC Officer (Fruit & Vegetable Category),"['Quality Assurance (Non-Software)', 'Retail', 'Hospitality & F&B']"
1216,Senior Legal Officer,"['Legal & Compliance', 'Management & Leadership']"
1217,Media & Public Relations Intern,"['Internship & Trainee Programs', 'Marketing', 'Public Relations']"
1218,Electrical Technician,"['Skilled Trades & Technician', 'Engineering (non-software)']"
1219,Mitra Kurir (Motor),"['Supply Chain & Logistics', 'Skilled Trades & Technician']"
1220,Care & Responder Intern,"['Internship & Trainee Programs', 'Customer Service & Support', 'Risk Management']"
1221,Network Development Executive,"['Business Development', 'Sales', 'IT Operations & Support']"
1222,Procurement Intern,"['Internship & Trainee Programs', 'Supply Chain & Logistics']"
1223,Warehouse  – Distribution Coordinator (DC) - Serang,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1224,Dispatcher (BANJARMASIN),"['Supply Chain & Logistics', 'Operations Management']"
1225,Digital & Media Manager,"['Marketing', 'Management & Leadership']"
1226,Data Analyst - Head Office,"['Data Science & Analytics']"
1227,Legal Licensing Sr. Staff,"['Legal & Compliance']"
1228,Brand Manager,"['Marketing', 'Management & Leadership']"
1229,Sales Data Analyst,"['Data Science & Analytics', 'Sales']"
1230,Multimedia Internship,"['Internship & Trainee Programs', 'Creative & Design']"
1231,Quality Assurance (QA) ASSA \tSemarang,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
1232,Financial Planning Analyst,"['Finance']"
1233,Store & Event Management Officer,"['Retail', 'Marketing', 'Operations Management']"
1234,Finance Staff,"['Finance']"
1235,Business Analyst,"['Business Analysis']"
1236,Corporate & Commercial Specialist (Legal Specialist),"['Legal & Compliance']"
1237,Customer Service Intern,"['Internship & Trainee Programs', 'Customer Service & Support']"
1238,BRANCH SALES MANAGER (SUBANG),"['Sales', 'Management & Leadership']"
1239,Data Analyst (Officer),"['Data Science & Analytics']"
1240,DISPATCHER ASSA - YOGYAKARTA,"['Supply Chain & Logistics', 'Operations Management']"
1241,Account Executive,"['Sales', 'Account Management']"
1242,IT System Analyst,"['Business Analysis', 'Software Engineering', 'IT Operations & Support']"
1243,Retail Manager (Bandung),"['Retail', 'Management & Leadership', 'Sales']"
1244,Retail Manager (Tangerang),"['Retail', 'Management & Leadership', 'Sales']"
1245,Business Data Analyst,"['Data Science & Analytics', 'Business Analysis']"
1246,Junior Talent Coordinator,"['Recruitment', 'Human Resources']"
1247,KOL Affiliate Intern,"['Internship & Trainee Programs', 'Marketing']"
1248,Marketing Communication,"['Marketing', 'Public Relations']"
1249,Customer Service Staff,"['Customer Service & Support']"
1250,Corporate Strategy,"['Business Analysis', 'Finance', 'Management & Leadership']"
1251,Telemarketing Internship,"['Internship & Trainee Programs', 'Sales']"
1252,Organization Development Analyst,"['Human Resources', 'Business Analysis']"
1253,Data Scientist,"['Data Science & Analytics']"
1254,Compensation Benefit Officer,"['Compensation & Benefits', 'Human Resources']"
1255,Warehouse Assistant Manager,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1256,Accounting Executive,"['Accounting']"
1257,Quality Assurance (QA) - ASSA Serang,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
1258,Business Development,"['Business Development', 'Sales']"
1259,Sales Control Tower Officer,"['Sales', 'Operations Management', 'Data Science & Analytics']"
1260,Administration Staff - Wilayah Jakarta Banten,"['Administrative & Secretarial']"
1261,Customer Finance Analyst,"['Finance', 'Data Science & Analytics', 'Customer Service & Support']"
1262,Technician,"['Skilled Trades & Technician']"
1263,Guru SMA & UTBK Ruangguru Bandung,"['Education & Training']"
1264,Accounting System Analyst,"['Accounting', 'Business Analysis', 'Software Engineering']"
1265,General Tax Officer,"['Tax']"
1266,Supervisor Development Program Business Operation (SDP BO),"['Internship & Trainee Programs', 'Management & Leadership', 'Operations Management']"
1267,Admin After Sales Service,"['Administrative & Secretarial', 'Customer Service & Support']"
1268,Marketing Specialist - Palembang,"['Marketing']"
1269,Corporate Planning Analyst,"['Business Analysis', 'Finance']"
1270,Senior Tenant Relation,"['Account Management', 'Customer Service & Support', 'Retail', 'Management & Leadership']"
1271,Category Development Manager,"['Marketing', 'Sales', 'Retail', 'Management & Leadership']"
1272,KOL Specialists Lead - Superfantasy,"['Marketing', 'Management & Leadership']"
1273,HR Analyst,"['Human Resources', 'Data Science & Analytics']"
1274,Legal Staff - Pekalongan Placement,"['Legal & Compliance']"
1275,Account Receivable Administrator Intern,"['Internship & Trainee Programs', 'Accounting', 'Administrative & Secretarial']"
1276,General Affair Internship,"['Internship & Trainee Programs', 'Administrative & Secretarial']"
1277,Revenue Staff,"['Finance', 'Accounting']"
1278,Account Receivable Administrator,"['Accounting', 'Administrative & Secretarial']"
1279,Sales Executive,"['Sales']"
1280,Finance & Accounting Staff - Wilayah Jakarta Banten,"['Finance', 'Accounting']"
1281,R2R Transactional Tax,"['Accounting', 'Tax']"
1282,Web Developer,"['Software Engineering']"
1283,Brand Marketing Officer - Sports,"['Marketing']"
1284,CORPORATE LENDING STAFF,"['Finance', 'Sales']"
1285,Full Stack Engineer,"['Software Engineering']"
1286,Event & Media Analyst,"['Marketing', 'Data Science & Analytics']"
1287,Graphic Designer Intern,"['Internship & Trainee Programs', 'Creative & Design']"
1288,Quality Assurance (QA) - ASSA Tangerang,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
1289,Personal Assistant,"['Administrative & Secretarial']"
1290,Warehouse - Quality Assurance (QA) - Karawang,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1291,Web Developer,"['Software Engineering']"
1292,Associate - Advisory Deals (Corporate Valuations Advisory),"['Finance', 'Consulting', 'Business Analysis']"
1293,BANCASSURANCE LIFE CONSULTANT (Jakarta Selatan),"['Sales', 'Finance', 'Consulting']"
1294,SAP SD Consultant,"['Consulting', 'Software Engineering', 'Sales', 'Supply Chain & Logistics']"
1295,Business Development Manager (Ethical) Portfolio Management,"['Business Development', 'Sales', 'Healthcare & Medical', 'Product Management', 'Management & Leadership']"
1296,Process Development,"['Research & Development', 'Engineering (non-software)', 'Production & Manufacturing']"
1297,Market Research,"['Marketing', 'Research & Development', 'Data Science & Analytics']"
1298,Tax Executive,"['Tax']"
1299,QA Security,"['Quality Assurance (Software)', 'Cybersecurity']"
1300,Bancassurance Life Consultant - Jakarta Pusat,"['Sales', 'Finance', 'Consulting']"
1301,Demand Planner,"['Supply Chain & Logistics']"
1302,Marketing Analyst,"['Marketing', 'Data Science & Analytics']"
1303,Finance & Accounting Staff,"['Finance', 'Accounting']"
