,job_desc_list,job_qualification_list
1785,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1786,"['Membuat dan mengembangkan model 3D komponen atau produk menggunakan software CAD sesuai dengan kebutuhan desain dan melakukan analisis kekuatan dan ketahanan komponen melalui FEA untuk memastikan keandalan desain.', 'Menyiapkan file dan mengoperasikan mesin 3D Printing untuk menghasilkan prototipe atau model fisik sebagai bagian dari proses validasi desain.', 'Memberikan saran / ide-ide perbaikan pada area kerja.']","['Jurusan Teknik Perancangan Mekanik, Teknik Mesin, atau jurusan terkait.', 'Mampu menggunakan aplikasi CAD / modeling 3D (SolidWorks, AutoCAD, Inventor).', 'Mengetahui serta mampu melakukan Finite Element Analysis (FEA).', 'Dapat mengoperasikan mesin 3D Printing untuk kebutuhan prototyping dan produksi.', 'Komunikatif dan mampu bekerja dalam deadline.', 'Bersedia ditempatkan di ']"
1787,"['Ensure that standard policy, compliance, workflows and procedures are in place to support the operation', 'Managing operational project improvement projects to increase company competitive advantage', 'Identify existing and improvement opportunities with providing problem identification', 'In charge for reported fraud indication cases and do the investigation', 'Participate in all fraud prevention activities including support to all functions with giving advice for fraud prevention activities']","['Bachelor, 0 to 2 years of\xa0Quality\xa0Insurance or Internal uaudit experiance, preferably in logistics/supply chain industry', 'Fresh graduate are welcome to apply, Have good analitycal thinking & Problem solving', 'Effective Communication, interpersonal skills and personable', 'Organized, quick thinking and resourceful to resolve challenges and issues', 'Highly flexible, easy to adapt with new environment, project management, team work, and eager to self-learn under minimal']"
1788,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. SMA hingga D3', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1789,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. SMA hingga D3', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shiftBersedia ditempatkan di lokasi Warehouse ASSA']"
1790,['Melakukan & memastikan proses pengirimian barang meliputi :'],"['Pendidikan min. SMA/SMK hingga D3, diutamankan dari jurusan Manajemen Logistik / Transportasi', 'Memiliki pengalaman min. 1 Tahun pada bidang yang sama', 'Mampu melakukan monitoring unit & penyusunan rute (routing)', 'Memiliki kemampuan komunikasi yang baik dan efetif', 'Bersedia ditempatkan di wilayah operasional ASSA']"
1791,"['Job Descriptions:', 'Melakukan pengawasan terhadap proses harian operational gudang meliputi:', '\xa0']","['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun sebagai QA di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1792,['Melakukan & memastikan proses pengirimian barang meliputi :'],"['Pendidikan min. SMA/SMK hingga D3, diutamakan dari jurusan Manajemen Logistik / Transportasi', 'Memiliki pengalaman min. 1 Tahun pada bidang yang sama', 'Mampu melakukan monitoring unit & penyusunan rute (routing)', 'Memiliki kemampuan komunikasi yang baik dan efektif', 'Bersedia ditempatkan di wilayah operasional ASSA Ternate']"
1793,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1794,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. SMA hingga D3', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1795,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1796,['Melakukan & memastikan proses pengirimian barang meliputi :'],"['Pendidikan min. SMA/SMK hingga D3, diutamankan dari jurusan Manajemen Logistik / Transportasi', 'Memiliki pengalaman min. 1 Tahun pada bidang yang sama', 'Mampu melakukan monitoring unit & penyusunan rute (routing)', 'Memiliki kemampuan komunikasi yang baik dan efetif']"
1797,['Job Description:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun sebagai QA di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift']"
1798,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1799,['Melakukan & memastikan proses pengirimian barang meliputi:'],"['Pendidikan min. SMA/SMK hingga D3, diutamankan dari jurusan Manajemen Logistik / Transportasi', 'Memiliki pengalaman min. 1 Tahun pada bidang yang sama', 'Mampu melakukan monitoring unit & penyusunan rute (routing)', 'Memiliki kemampuan komunikasi yang baik dan efetif', 'Bersedia ditempatkan di wilayah operasional ASSA']"
1800,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1801,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun sebagai QA di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1802,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. SMA hingga D3', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1803,['Mengelola dan melakukan pengawasan terhadap proses pengiriman barangmeliputi :'],"['Pendidikan min. D3 hingga S1, diutamankan dari jurusan Manajemen Logistik / Transportasi', 'Memiliki pengalaman min. 1 Tahun pada bidang yang sama', 'Dapat mengoperasikan Microsoft Excel dan Program TMS', 'Memiliki kemampuan terkait Supply Chain Management / Transport Management', 'Bersedia ditempatkan di wilayah operasional ASSA']"
1804,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. SMA hingga D3', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1805,['Job Descriptions:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1806,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1807,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1808,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1809,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. SMA hingga D3', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1810,['Job Description:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun sebagai QA di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift']"
1811,"['Job Descriptions:', 'Melakukan pengawasan terhadap proses harian operational gudang meliputi:']","['Pendidikan min. SMA hingga D3', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1812,['Melakukan pengawasan terhadap proses harian operational gudang meliputi :'],"['Pendidikan min. SMA hingga D3', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift']"
1813,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1814,"['Mengambil paket dari pengirim dan mengirimkannya kepada penerima.', 'Melakukan distribusi paket di area tertentu.', 'Memastikan paket sampai dengan aman dan tepat waktu.']","['Pendidikan\xa0', 'Memiliki\xa0', '\xa0dalam keadaan\xa0', '(Min. 3 bulan dari tanggal pendaftaran)', 'Memliki\xa0', ', kondisi motor dalam standar pabrik dan tahun produksi di atas tahun 2012 (Diutamakan\xa0', ')', 'Memiliki gawai (', ')\xa0', 'dengan spesifikasi\xa0', 'dan sistem operasi terbaru (Min Android 8.0 oreo - 14.0)', 'Mampu membaca peta atau\xa0', 'Penempatan sesuai ']"
1815,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1816,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1817,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun sebagai QA di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
